,time,timer_time,moving,distance,gap_distance,watts,watts_calc,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
3397,3397,3397,   true,29000.4,30292.2,   411,618,73,6.4,0.15810276679842353,0.12218045112782205,51.426507,-2.249104,16,54.8,49.658064516129045,9.4,28958.334465846085,6.515961400835481,50,60,70,80,90,100,110,120,6.5,6.515961400837114,14.248300852500002,14.318363028171866,0.09999999999854481,0.12514073535930947
3398,3398,3398,   true,29006.7,30300.6,   448,322,72,6.4,0.15810276679841784,0.1213818860877701,51.426481,-2.249184,16,55.2,49.93548387096776,7.9,28964.589276092738,6.254810246654747,50,60,70,80,90,100,110,120,6.299999999999272,6.254810246653506,13.384971854096909,13.193640349192368,-0.2000000000007276,-0.261151154183608
3399,3399,3399,   true,29012.9,30308.0,   446,327,73,6.4,0.15794669299111666,0.12126865671642123,51.426454,-2.249263,16,55.6,50.21935483870969,5.5,28970.835370237546,6.246094144806573,50,60,70,80,90,100,110,120,6.200000000000728,6.246094144808012,12.963424491603044,13.156895193381798,-0.09999999999854481,-0.00871610184549354
3400,3400,3400,   true,29019.3,30316.0,   473,353,73,6.4,0.15810276679841784,0.1217228464419484,51.426428,-2.249344,16,56.0,50.50967741935485,6.3,28977.151749004508,6.3163787669632185,50,60,70,80,90,100,110,120,6.399999999997817,6.316378766961861,13.81326397439058,13.454658937106599,0.19999999999708962,0.07028462215384934
3401,3401,3401,   true,29025.7,30324.0,   480,202,74,6.4,0.15810276679841784,0.12160898035547488,51.426402,-2.249427,16,56.2,50.806451612903246,6.3,28983.59173008905,6.43998108454082,50,60,70,80,90,100,110,120,6.400000000001455,6.439981084542524,13.813263974406283,13.986387193189158,3.637978807091713e-12,0.1236023175806622
3402,3402,3402,   true,29032.1,30331.9,   436,474,73,6.3,0.15810276679841784,0.12229539040451635,51.426376,-2.249509,16,56.8,51.11612903225808,6.3,28989.969836887394,6.37810679834526,50,60,70,80,90,100,110,120,6.399999999997817,6.3781067983436515,13.81326397439058,13.718920437372821,-3.637978807091713e-12,-0.06187428619887214
3403,3403,3403,   true,29038.4,30339.8,   426,329,72,6.3,0.1582591493570745,0.12206572769953053,51.42635,-2.249589,16,57.2,51.43225806451614,6.3,28996.22466123448,6.254824347085193,50,60,70,80,90,100,110,120,6.30000000000291,6.25482434708465,13.384971854112369,13.193699835002375,-0.09999999999490683,-0.12328245125900139
3404,3404,3404,   true,29044.8,30347.5,   420,346,72,6.4,0.15857284440039987,0.1219512195121968,51.426324,-2.2496709999999998,16,57.6,51.76129032258065,5.6,29002.6027737993,6.37811256482181,50,60,70,80,90,100,110,120,6.399999999997817,6.378112564820185,13.81326397439058,13.71894524406579,0.09999999999490683,0.123288217735535
3405,3405,3405,   true,29051.1,30355.1,   420,193,72,6.4,0.15920398009950248,0.12126865671641708,51.426297999999996,-2.249751,16,57.8,52.08387096774194,5.6,29008.857603744196,6.254829944895607,50,60,70,80,90,100,110,120,6.299999999999272,6.25482994489721,13.384971854096909,13.193723450658899,-0.09999999999854481,-0.12328261992297485
3406,3406,3406,   true,29057.3,30362.6,   445,327,72,6.3,0.15841584158415842,0.11952191235059588,51.426271,-2.249831,16,58.2,52.406451612903226,5.6,29015.164603176017,6.306999431822966,50,60,70,80,90,100,110,120,6.200000000000728,6.306999431821168,12.963424491603044,13.414730343668138,-0.09999999999854481,0.052169486923958175
3407,3407,3407,   true,29063.6,30371.3,   446,343,71,6.3,0.15763546798029554,0.11952191235059588,51.426245,-2.24991,16,58.6,52.73548387096774,8.8,29021.35803991394,6.193436737920766,50,60,70,80,90,100,110,120,6.299999999999272,6.193436737921729,13.384971854096909,12.935993098477883,0.09999999999854481,-0.11356269389943918
3408,3408,3408,   true,29069.7,30380.1,   431,317,73,6.3,0.1570166830225689,0.11834319526627475,51.426217,-2.2499860000000003,16,59.0,53.0774193548387,9.6,29027.47839854563,6.120358631689899,50,60,70,80,90,100,110,120,6.100000000002183,6.120358631691488,12.548621886908983,12.6325232275363,-0.19999999999708962,-0.07307810623024125
3409,3409,3409,   true,29076.0,30389.4,   384,753,73,6.2,0.15609756097560976,0.11822660098522167,51.426190999999996,-2.250065,16,60.0,53.44516129032258,10.4,29033.671841008072,6.1934424624398,50,60,70,80,90,100,110,120,6.299999999999272,6.193442462441453,13.384971854096909,12.936017011657269,0.19999999999708962,0.07308383074996527
3410,3410,3410,   true,29082.3,30398.8,   362,472,73,6.2,0.15518913676042348,0.11811023622047412,51.426164,-2.250146,16,60.6,53.83225806451613,10.4,29040.039910808275,6.3680698002041485,50,60,70,80,90,100,110,120,6.299999999999272,6.3680698002026475,13.384971854096909,13.67577646408013,0.0,0.1746273377611942
3411,3411,3411,   true,29088.6,30407.8,   330,472,74,6.3,0.15384615384615385,0.11787819253437774,51.426134999999995,-2.250222,16,61.2,54.23225806451613,9.6,29046.217584690166,6.177673881892161,50,60,70,80,90,100,110,120,6.299999999999272,6.177673881891678,13.384971854096909,12.870230348959879,0.0,-0.19039591831096914
3412,3412,3412,   true,29094.8,30416.4,   347,327,74,6.2,0.1526717557251919,0.11787819253437774,51.426101,-2.250295,16,61.6,54.645161290322584,8.7,29052.53499842304,6.31741373287375,50,60,70,80,90,100,110,120,6.200000000000728,6.3174137328751385,12.963424491603044,13.45906850617566,-0.09999999999854481,0.1397398509834602
3413,3413,3413,   true,29100.9,30424.4,   354,594,73,6.2,0.15137180700094502,0.11916583912611632,51.426068,-2.250365,16,62.4,55.07741935483872,7.8,29058.6193335043,6.08433508125584,50,60,70,80,90,100,110,120,6.100000000002183,6.08433508125745,12.548621886908983,12.484254431043786,-0.09999999999854481,-0.2330786516176886
3414,3414,3414,   true,29107.7,30433.3,   397,398,71,6.3,0.14995313964386028,0.12025901942645455,51.426028,-2.250438,16,62.8,55.522580645161284,7.6,29065.357252259993,6.737918755695868,50,60,70,80,90,100,110,120,6.799999999999272,6.737918755694409,15.593880033596665,15.310448165109351,0.6999999999970896,0.653583674436959
3415,3415,3415,   true,29114.4,30441.3,   419,339,72,6.4,0.14940239043824485,0.12195121951219262,51.425988000000004,-2.250509,16,63.2,55.967741935483865,5.1,29071.99164504416,6.634392784164448,50,60,70,80,90,100,110,120,6.700000000000728,6.634392784166266,15.13860888210329,14.84358225434317,-0.09999999999854481,-0.10352597152814269
3416,3416,3416,   true,29121.2,30449.1,   366,356,72,6.5,0.14763779527559265,0.12416427889207605,51.425944,-2.250579,16,63.6,56.41290322580645,4.4,29078.883076503902,6.891431459743153,50,60,70,80,90,100,110,120,6.799999999999272,6.891431459742307,15.593880033596665,16.016043720037136,0.09999999999854481,0.257038675576041
3417,3417,3417,   true,29128.2,30456.9,   366,232,74,6.7,0.1461988304093588,0.12645914396887248,51.425897,-2.250645,16,63.8,56.84516129032257,3.6,29085.829463617032,6.946387113131232,50,60,70,80,90,100,110,120,7.0,6.946387113130186,16.52465661,16.272501791082327,0.2000000000007276,0.054955653387878556
3418,3418,3418,   true,29135.2,30464.4,   302,218,75,6.9,0.1443695861405177,0.12782694198623312,51.42585,-2.250713,16,64.0,57.27096774193547,2.1,29092.867974130826,7.038510513792426,50,60,70,80,90,100,110,120,7.0,7.038510513793881,16.52465661,16.706977615720056,0.0,0.09212340066369507
3419,3419,3419,   true,29142.4,30472.0,   285,238,75,6.9,0.14285714285714285,0.12807881773399016,51.425803,-2.250782,16,64.2,57.69677419354839,2.1,29099.953116694236,7.085142563409122,50,60,70,80,90,100,110,120,7.200000000000728,7.085142563410045,17.482412217603535,16.929087511902924,0.2000000000007276,0.046632049616164295
